range, tpr, tnr
0,0.907241071170618,0.907241071170618
10,0.907046959431791,0.907046959431791
20,0.906832529387163,0.906832529387163
30,0.90659566544631,0.90659566544631
40,0.906334034207827,0.906334034207827
50,0.906045062579626,0.906045062579626
60,0.905725913822105,0.905725913822105
70,0.905373461344133,0.905373461344133
80,0.904984260074149,0.904984260074149
90,0.904554515222441,0.904554515222441
100,0.904080048246276,0.904080048246276
110,0.903556259827808,0.903556259827808
120,0.902978089676364,0.902978089676364
130,0.902339972972921,0.902339972972921
140,0.901635793286592,0.901635793286592
150,0.900858831812291,0.900858831812291
160,0.900001712807283,0.900001712807283
170,0.899056345144231,0.899056345144231
180,0.89801385995224,0.89801385995224
190,0.896864544388239,0.896864544388239
200,0.895597771672304,0.895597771672304
210,0.894201927636187,0.894201927636187
220,0.89266433417884,0.89266433417884
230,0.890971170200922,0.890971170200922
240,0.88910739080763,0.88910739080763
250,0.887056645831166,0.887056645831166
260,0.884801199036515,0.884801199036515
270,0.882321849742411,0.882321849742411
280,0.879597859018235,0.879597859018235
290,0.876606883110728,0.876606883110728
300,0.873324917313288,0.873324917313288
310,0.869726254113739,0.869726254113739
320,0.865783460137852,0.865783460137852
330,0.861467377133569,0.861467377133569
340,0.856747152995129,0.856747152995129
350,0.85159030957731,0.85159030957731
360,0.845962854755902,0.845962854755902
370,0.839829446795066,0.839829446795066
380,0.833153619512881,0.833153619512881
390,0.825898076903388,0.825898076903388
400,0.818025065669706,0.818025065669706
410,0.809496833426446,0.809496833426446
420,0.800276179008166,0.800276179008166
430,0.790327099240187,0.790327099240187
440,0.779615533565462,0.779615533565462
450,0.768110203981746,0.768110203981746
460,0.755783542782986,0.755783542782986
470,0.742612694649862,0.742612694649862
480,0.728580572832836,0.728580572832836
490,0.7136769417819,0.7136769417819
500,0.697899491012905,0.697899491012905
510,0.681254857825346,0.681254857825346
520,0.663759550402853,0.663759550402853
530,0.645440718633813,0.645440718633813
540,0.626336718511251,0.626336718511251
550,0.606497417963984,0.606497417963984
560,0.585984198003446,0.585984198003446
570,0.564869613400891,0.564869613400891
580,0.543236691578197,0.543236691578197
590,0.521177866355571,0.521177866355571
600,0.5,0.5
610,0.5,0.5
620,0.5,0.5
630,0.5,0.5
