NM,range,mean_max_03,tpr,tnr
3.5,6775,0.7966,0.02003,0.02003
3.5,6785,0.7966,0.02003,0.02003
3.5,6795,0.7966,0.02003,0.02003
3.5,6805,0.7966,0.02003,0.02003
3.5,6815,0.7966,0.02003,0.02003
3.5,6825,0.7966,0.02003,0.02003
3.5,6835,0.7966,0.02003,0.02003
3.5,6845,0.7966,0.02003,0.02003
3.5,6855,0.7966,0.02003,0.02003
3.5,6865,0.7966,0.02003,0.02003
3.5,6875,0.7966,0.02003,0.02003
3.5,6885,0.7966,0.02003,0.02003
3.5,6895,0.7966,0.02003,0.02003
3.5,6905,0.7966,0.02003,0.02003
3.5,6915,0.7966,0.02003,0.02003
3.5,6925,0.7966,0.02003,0.02003
3.5,6935,0.7966,0.02003,0.02003
3.5,6945,0.7966,0.02003,0.02003
3.5,6955,0.7966,0.02003,0.02003
3.5,6965,0.7966,0.02003,0.02003
3.5,6975,0.7966,0.02003,0.02003
3.5,6985,0.7966,0.02003,0.02003
3.5,6995,0.7966,0.02003,0.02003
3.5,7005,0.7966,0.02003,0.02003
3.5,7015,0.7966,0.02003,0.02003
3.5,7025,0.7966,0.02003,0.02003
3.5,7035,0.7966,0.02003,0.02003
3.5,7045,0.7966,0.02003,0.02003
3.5,7055,0.7966,0.02003,0.02003
3.5,7065,0.7966,0.02003,0.02003
3.5,7075,0.7966,0.02003,0.02003
3.5,7085,0.7966,0.02003,0.02003
3.5,7095,0.7966,0.02003,0.02003
3.5,7105,0.7966,0.02003,0.02003
3.5,7115,0.7966,0.02003,0.02003
3.5,7125,0.7966,0.02003,0.02003
3.5,7135,0.7966,0.02003,0.02003
3.5,7145,0.7966,0.02003,0.02003
3.5,7155,0.7966,0.02003,0.02003
3.5,7165,0.7966,0.02003,0.02003
3.5,7175,0.7966,0.02003,0.02003
3.5,7185,0.7966,0.02003,0.02003
3.5,7195,0.7966,0.02003,0.02003
3.5,7205,0.7966,0.02003,0.02003
3.5,7215,0.7966,0.02003,0.02003
3.5,7225,0.7966,0.02003,0.02003
3.5,7235,0.7966,0.02003,0.02003
3.5,7245,0.7966,0.02003,0.02003
3.5,7255,0.7966,0.02003,0.02003
3.5,7265,0.7966,0.02003,0.02003
3.5,7275,0.7966,0.02003,0.02003
3.5,7285,0.7966,0.02003,0.02003
3.5,7295,0.7966,0.02003,0.02003
3.5,7305,0.7966,0.02003,0.02003
3.5,7315,0.7966,0.02003,0.02003
3.5,7325,0.7966,0.02003,0.02003
3.5,7335,0.7966,0.02003,0.02003
3.5,7345,0.7966,0.02003,0.02003
3.5,7355,0.7966,0.02003,0.02003
3.5,7365,0.7966,0.02003,0.02003
3.5,7375,0.7966,0.02003,0.02003
3.5,7385,0.7966,0.02003,0.02003
3.5,7395,0.7966,0.02003,0.02003
4,7405,0.74737,0.02003,0.02003
4,7415,0.74737,0.02003,0.02003
4,7425,0.74737,0.02003,0.02003
4,7435,0.74737,0.02003,0.02003
4,7445,0.74737,0.02003,0.02003
4,7455,0.74737,0.02003,0.02003
4,7465,0.74737,0.02003,0.02003
4,7475,0.74737,0.02003,0.02003
4,7485,0.74737,0.02003,0.02003
4,7495,0.74737,0.02003,0.02003
4,7505,0.74737,0.02003,0.02003
4,7515,0.74737,0.02003,0.02003
4,7525,0.74737,0.02003,0.02003
4,7535,0.74737,0.02003,0.02003
4,7545,0.74737,0.02003,0.02003
4,7555,0.74737,0.02003,0.02003
4,7565,0.74737,0.02003,0.02003
4,7575,0.74737,0.02003,0.02003
4,7585,0.74737,0.02003,0.02003
4,7595,0.74737,0.02003,0.02003
4,7605,0.74737,0.02003,0.02003
4,7615,0.74737,0.02003,0.02003
4,7625,0.74737,0.02003,0.02003
4,7635,0.74737,0.02003,0.02003
4,7645,0.74737,0.02003,0.02003
4,7655,0.74737,0.02003,0.02003
4,7665,0.74737,0.02003,0.02003
4,7675,0.74737,0.02003,0.02003
4,7685,0.74737,0.02003,0.02003
4,7695,0.74737,0.02003,0.02003
4,7705,0.74737,0.02003,0.02003
4,7715,0.74737,0.02003,0.02003
4,7725,0.74737,0.02003,0.02003
4,7735,0.74737,0.02003,0.02003
4,7745,0.74737,0.02003,0.02003
4,7755,0.74737,0.02003,0.02003
4,7765,0.74737,0.02003,0.02003
4,7775,0.74737,0.02003,0.02003
4,7785,0.74737,0.02003,0.02003
4,7795,0.74737,0.02003,0.02003
4,7805,0.74737,0.02003,0.02003
4,7815,0.74737,0.02003,0.02003
4,7825,0.74737,0.02003,0.02003
4,7835,0.74737,0.02003,0.02003
4,7845,0.74737,0.02003,0.02003
4,7855,0.74737,0.02003,0.02003
4,7865,0.74737,0.02003,0.02003
4,7875,0.74737,0.02003,0.02003
4,7885,0.74737,0.02003,0.02003
4,7895,0.74737,0.02003,0.02003
4,7905,0.74737,0.02003,0.02003
4,7915,0.74737,0.02003,0.02003
4,7925,0.74737,0.02003,0.02003
4,7935,0.74737,0.02003,0.02003
4,7945,0.74737,0.02003,0.02003
4,7955,0.74737,0.02003,0.02003
4,7965,0.74737,0.02003,0.02003
4,7975,0.74737,0.02003,0.02003
4,7985,0.74737,0.02003,0.02003
4,7995,0.74737,0.02003,0.02003
4,8005,0.74737,0.02003,0.02003
4,8015,0.74737,0.02003,0.02003
4,8025,0.74737,0.02003,0.02003
4,8035,0.74737,0.02003,0.02003
4,8045,0.74737,0.02003,0.02003
4,8055,0.74737,0.02003,0.02003
4,8065,0.74737,0.02003,0.02003
4,8075,0.74737,0.02003,0.02003
4,8085,0.74737,0.02003,0.02003
4,8095,0.74737,0.02003,0.02003
4,8105,0.74737,0.02003,0.02003
4,8115,0.74737,0.02003,0.02003
4,8125,0.74737,0.02003,0.02003
4,8135,0.74737,0.02003,0.02003
4,8145,0.74737,0.02003,0.02003
4,8155,0.74737,0.02003,0.02003
4,8165,0.74737,0.02003,0.02003
4,8175,0.74737,0.02003,0.02003
4,8185,0.74737,0.02003,0.02003
4,8195,0.74737,0.02003,0.02003
4,8205,0.74737,0.02003,0.02003
4,8215,0.74737,0.02003,0.02003
4,8225,0.74737,0.02003,0.02003
4,8235,0.74737,0.02003,0.02003
4,8245,0.74737,0.02003,0.02003
4,8255,0.74737,0.02003,0.02003
4,8265,0.74737,0.02003,0.02003
4,8275,0.74737,0.02003,0.02003
4,8285,0.74737,0.02003,0.02003
4,8295,0.74737,0.02003,0.02003
4,8305,0.74737,0.02003,0.02003
4,8315,0.74737,0.02003,0.02003
4.5,8325,0.73802,0.00781,0.00781
4.5,8335,0.73802,0.00781,0.00781
4.5,8345,0.73802,0.00781,0.00781
4.5,8355,0.73802,0.00781,0.00781
4.5,8365,0.73802,0.00781,0.00781
4.5,8375,0.73802,0.00781,0.00781
4.5,8385,0.73802,0.00781,0.00781
4.5,8395,0.73802,0.00781,0.00781
4.5,8405,0.73802,0.00781,0.00781
4.5,8415,0.73802,0.00781,0.00781
4.5,8425,0.73802,0.00781,0.00781
4.5,8435,0.73802,0.00781,0.00781
4.5,8445,0.73802,0.00781,0.00781
4.5,8455,0.73802,0.00781,0.00781
4.5,8465,0.73802,0.00781,0.00781
4.5,8475,0.73802,0.00781,0.00781
4.5,8485,0.73802,0.00781,0.00781
4.5,8495,0.73802,0.00781,0.00781
4.5,8505,0.73802,0.00781,0.00781
4.5,8515,0.73802,0.00781,0.00781
4.5,8525,0.73802,0.00781,0.00781
4.5,8535,0.73802,0.00781,0.00781
4.5,8545,0.73802,0.00781,0.00781
4.5,8555,0.73802,0.00781,0.00781
4.5,8565,0.73802,0.00781,0.00781
4.5,8575,0.73802,0.00781,0.00781
4.5,8585,0.73802,0.00781,0.00781
4.5,8595,0.73802,0.00781,0.00781
4.5,8605,0.73802,0.00781,0.00781
4.5,8615,0.73802,0.00781,0.00781
4.5,8625,0.73802,0.00781,0.00781
4.5,8635,0.73802,0.00781,0.00781
4.5,8645,0.73802,0.00781,0.00781
4.5,8655,0.73802,0.00781,0.00781
4.5,8665,0.73802,0.00781,0.00781
4.5,8675,0.73802,0.00781,0.00781
4.5,8685,0.73802,0.00781,0.00781
4.5,8695,0.73802,0.00781,0.00781
4.5,8705,0.73802,0.00781,0.00781
4.5,8715,0.73802,0.00781,0.00781
4.5,8725,0.73802,0.00781,0.00781
4.5,8735,0.73802,0.00781,0.00781
4.5,8745,0.73802,0.00781,0.00781
4.5,8755,0.73802,0.00781,0.00781
4.5,8765,0.73802,0.00781,0.00781
4.5,8775,0.73802,0.00781,0.00781
4.5,8785,0.73802,0.00781,0.00781
4.5,8795,0.73802,0.00781,0.00781
4.5,8805,0.73802,0.00781,0.00781
4.5,8815,0.73802,0.00781,0.00781
4.5,8825,0.73802,0.00781,0.00781
4.5,8835,0.73802,0.00781,0.00781
4.5,8845,0.73802,0.00781,0.00781
4.5,8855,0.73802,0.00781,0.00781
4.5,8865,0.73802,0.00781,0.00781
4.5,8875,0.73802,0.00781,0.00781
4.5,8885,0.73802,0.00781,0.00781
4.5,8895,0.73802,0.00781,0.00781
4.5,8905,0.73802,0.00781,0.00781
4.5,8915,0.73802,0.00781,0.00781
4.5,8925,0.73802,0.00781,0.00781
4.5,8935,0.73802,0.00781,0.00781
4.5,8945,0.73802,0.00781,0.00781
4.5,8955,0.73802,0.00781,0.00781
4.5,8965,0.73802,0.00781,0.00781
4.5,8975,0.73802,0.00781,0.00781
4.5,8985,0.73802,0.00781,0.00781
4.5,8995,0.73802,0.00781,0.00781
4.5,9005,0.73802,0.00781,0.00781
4.5,9015,0.73802,0.00781,0.00781
4.5,9025,0.73802,0.00781,0.00781
4.5,9035,0.73802,0.00781,0.00781
4.5,9045,0.73802,0.00781,0.00781
4.5,9055,0.73802,0.00781,0.00781
4.5,9065,0.73802,0.00781,0.00781
4.5,9075,0.73802,0.00781,0.00781
4.5,9085,0.73802,0.00781,0.00781
4.5,9095,0.73802,0.00781,0.00781
4.5,9105,0.73802,0.00781,0.00781
4.5,9115,0.73802,0.00781,0.00781
4.5,9125,0.73802,0.00781,0.00781
4.5,9135,0.73802,0.00781,0.00781
4.5,9145,0.73802,0.00781,0.00781
4.5,9155,0.73802,0.00781,0.00781
4.5,9165,0.73802,0.00781,0.00781
4.5,9175,0.73802,0.00781,0.00781
4.5,9185,0.73802,0.00781,0.00781
4.5,9195,0.73802,0.00781,0.00781
4.5,9205,0.73802,0.00781,0.00781
4.5,9215,0.73802,0.00781,0.00781
4.5,9225,0.73802,0.00781,0.00781
4.5,9235,0.73802,0.00781,0.00781
4.5,9245,0.73802,0.00781,0.00781
5,9255,0.71379,0.00284,0.00284
5,9265,0.71379,0.00284,0.00284
5,9275,0.71379,0.00284,0.00284
5,9285,0.71379,0.00284,0.00284
5,9295,0.71379,0.00284,0.00284
5,9305,0.71379,0.00284,0.00284
5,9315,0.71379,0.00284,0.00284
5,9325,0.71379,0.00284,0.00284
5,9335,0.71379,0.00284,0.00284
5,9345,0.71379,0.00284,0.00284
5,9355,0.71379,0.00284,0.00284
5,9365,0.71379,0.00284,0.00284
5,9375,0.71379,0.00284,0.00284
5,9385,0.71379,0.00284,0.00284
5,9395,0.71379,0.00284,0.00284
5,9405,0.71379,0.00284,0.00284
5,9415,0.71379,0.00284,0.00284
5,9425,0.71379,0.00284,0.00284
5,9435,0.71379,0.00284,0.00284
5,9445,0.71379,0.00284,0.00284
5,9455,0.71379,0.00284,0.00284
5,9465,0.71379,0.00284,0.00284
5,9475,0.71379,0.00284,0.00284
5,9485,0.71379,0.00284,0.00284
5,9495,0.71379,0.00284,0.00284
5,9505,0.71379,0.00284,0.00284
5,9515,0.71379,0.00284,0.00284
5,9525,0.71379,0.00284,0.00284
5,9535,0.71379,0.00284,0.00284
5,9545,0.71379,0.00284,0.00284
5,9555,0.71379,0.00284,0.00284
5,9565,0.71379,0.00284,0.00284
5,9575,0.71379,0.00284,0.00284
5,9585,0.71379,0.00284,0.00284
5,9595,0.71379,0.00284,0.00284
5,9605,0.71379,0.00284,0.00284
5,9615,0.71379,0.00284,0.00284
5,9625,0.71379,0.00284,0.00284
5,9635,0.71379,0.00284,0.00284
5,9645,0.71379,0.00284,0.00284
5,9655,0.71379,0.00284,0.00284
5,9665,0.71379,0.00284,0.00284
5,9675,0.71379,0.00284,0.00284
5,9685,0.71379,0.00284,0.00284
5,9695,0.71379,0.00284,0.00284
5,9705,0.71379,0.00284,0.00284
5,9715,0.71379,0.00284,0.00284
5,9725,0.71379,0.00284,0.00284
5,9735,0.71379,0.00284,0.00284
5,9745,0.71379,0.00284,0.00284
5,9755,0.71379,0.00284,0.00284
5,9765,0.71379,0.00284,0.00284
5,9775,0.71379,0.00284,0.00284
5,9785,0.71379,0.00284,0.00284
5,9795,0.71379,0.00284,0.00284
5,9805,0.71379,0.00284,0.00284
5,9815,0.71379,0.00284,0.00284
5,9825,0.71379,0.00284,0.00284
5,9835,0.71379,0.00284,0.00284
5,9845,0.71379,0.00284,0.00284
5,9855,0.71379,0.00284,0.00284
5,9865,0.71379,0.00284,0.00284
5,9875,0.71379,0.00284,0.00284
5,9885,0.71379,0.00284,0.00284
5,9895,0.71379,0.00284,0.00284
5,9905,0.71379,0.00284,0.00284
5,9915,0.71379,0.00284,0.00284
5,9925,0.71379,0.00284,0.00284
5,9935,0.71379,0.00284,0.00284
5,9945,0.71379,0.00284,0.00284
5,9955,0.71379,0.00284,0.00284
5,9965,0.71379,0.00284,0.00284
5,9975,0.71379,0.00284,0.00284
5,9985,0.71379,0.00284,0.00284
5,9995,0.71379,0.00284,0.00284
5,10005,0.71379,0.00284,0.00284
5,10015,0.71379,0.00284,0.00284
5,10025,0.71379,0.00284,0.00284
5,10035,0.71379,0.00284,0.00284
5,10045,0.71379,0.00284,0.00284
5,10055,0.71379,0.00284,0.00284
5,10065,0.71379,0.00284,0.00284
5,10075,0.71379,0.00284,0.00284
5,10085,0.71379,0.00284,0.00284
5,10095,0.71379,0.00284,0.00284
5,10105,0.71379,0.00284,0.00284
5,10115,0.71379,0.00284,0.00284
5,10125,0.71379,0.00284,0.00284
5,10135,0.71379,0.00284,0.00284
5,10145,0.71379,0.00284,0.00284
5,10155,0.71379,0.00284,0.00284
5,10165,0.71379,0.00284,0.00284
5.5,10175,0.58062,0.0036,0.0036
5.5,10185,0.58062,0.0036,0.0036
5.5,10195,0.58062,0.0036,0.0036
5.5,10205,0.58062,0.0036,0.0036
5.5,10215,0.58062,0.0036,0.0036
5.5,10225,0.58062,0.0036,0.0036
5.5,10235,0.58062,0.0036,0.0036
5.5,10245,0.58062,0.0036,0.0036
5.5,10255,0.58062,0.0036,0.0036
5.5,10265,0.58062,0.0036,0.0036
5.5,10275,0.58062,0.0036,0.0036
5.5,10285,0.58062,0.0036,0.0036
5.5,10295,0.58062,0.0036,0.0036
5.5,10305,0.58062,0.0036,0.0036
5.5,10315,0.58062,0.0036,0.0036
5.5,10325,0.58062,0.0036,0.0036
5.5,10335,0.58062,0.0036,0.0036
5.5,10345,0.58062,0.0036,0.0036
5.5,10355,0.58062,0.0036,0.0036
5.5,10365,0.58062,0.0036,0.0036
5.5,10375,0.58062,0.0036,0.0036
5.5,10385,0.58062,0.0036,0.0036
5.5,10395,0.58062,0.0036,0.0036
5.5,10405,0.58062,0.0036,0.0036
5.5,10415,0.58062,0.0036,0.0036
5.5,10425,0.58062,0.0036,0.0036
5.5,10435,0.58062,0.0036,0.0036
5.5,10445,0.58062,0.0036,0.0036
5.5,10455,0.58062,0.0036,0.0036
5.5,10465,0.58062,0.0036,0.0036
5.5,10475,0.58062,0.0036,0.0036
5.5,10485,0.58062,0.0036,0.0036
5.5,10495,0.58062,0.0036,0.0036
5.5,10505,0.58062,0.0036,0.0036
5.5,10515,0.58062,0.0036,0.0036
5.5,10525,0.58062,0.0036,0.0036
5.5,10535,0.58062,0.0036,0.0036
5.5,10545,0.58062,0.0036,0.0036
5.5,10555,0.58062,0.0036,0.0036
5.5,10565,0.58062,0.0036,0.0036
5.5,10575,0.58062,0.0036,0.0036
5.5,10585,0.58062,0.0036,0.0036
5.5,10595,0.58062,0.0036,0.0036
5.5,10605,0.58062,0.0036,0.0036
5.5,10615,0.58062,0.0036,0.0036
5.5,10625,0.58062,0.0036,0.0036
5.5,10635,0.58062,0.0036,0.0036
5.5,10645,0.58062,0.0036,0.0036
5.5,10655,0.58062,0.0036,0.0036
5.5,10665,0.58062,0.0036,0.0036
5.5,10675,0.58062,0.0036,0.0036
5.5,10685,0.58062,0.0036,0.0036
5.5,10695,0.58062,0.0036,0.0036
5.5,10705,0.58062,0.0036,0.0036
5.5,10715,0.58062,0.0036,0.0036
5.5,10725,0.58062,0.0036,0.0036
5.5,10735,0.58062,0.0036,0.0036
5.5,10745,0.58062,0.0036,0.0036
5.5,10755,0.58062,0.0036,0.0036
5.5,10765,0.58062,0.0036,0.0036
5.5,10775,0.58062,0.0036,0.0036
5.5,10785,0.58062,0.0036,0.0036
5.5,10795,0.58062,0.0036,0.0036
5.5,10805,0.58062,0.0036,0.0036
5.5,10815,0.58062,0.0036,0.0036
5.5,10825,0.58062,0.0036,0.0036
5.5,10835,0.58062,0.0036,0.0036
5.5,10845,0.58062,0.0036,0.0036
5.5,10855,0.58062,0.0036,0.0036
5.5,10865,0.58062,0.0036,0.0036
5.5,10875,0.58062,0.0036,0.0036
5.5,10885,0.58062,0.0036,0.0036
5.5,10895,0.58062,0.0036,0.0036
5.5,10905,0.58062,0.0036,0.0036
5.5,10915,0.58062,0.0036,0.0036
5.5,10925,0.58062,0.0036,0.0036
5.5,10935,0.58062,0.0036,0.0036
5.5,10945,0.58062,0.0036,0.0036
5.5,10955,0.58062,0.0036,0.0036
5.5,10965,0.58062,0.0036,0.0036
5.5,10975,0.58062,0.0036,0.0036
5.5,10985,0.58062,0.0036,0.0036
5.5,10995,0.58062,0.0036,0.0036
5.5,11005,0.58062,0.0036,0.0036
5.5,11015,0.58062,0.0036,0.0036
5.5,11025,0.58062,0.0036,0.0036
5.5,11035,0.58062,0.0036,0.0036
5.5,11045,0.58062,0.0036,0.0036
5.5,11055,0.58062,0.0036,0.0036
5.5,11065,0.58062,0.0036,0.0036
5.5,11075,0.58062,0.0036,0.0036
5.5,11085,0.58062,0.0036,0.0036
5.5,11095,0.58062,0.0036,0.0036
5.5,11105,0.58062,0.0036,0.0036
5.5,11115,0.58062,0.0036,0.0036
5.5,11125,0.58062,0.0036,0.0036
5.5,11135,0.58062,0.0036,0.0036
5.5,11145,0.58062,0.0036,0.0036
5.5,11155,0.58062,0.0036,0.0036
5.5,11165,0.58062,0.0036,0.0036
6,11175,0.54793,0.0027,0.0027
6,11185,0.54793,0.0027,0.0027
6,11195,0.54793,0.0027,0.0027
6,11205,0.54793,0.0027,0.0027
6,11215,0.54793,0.0027,0.0027
6,11225,0.54793,0.0027,0.0027
6,11235,0.54793,0.0027,0.0027
6,11245,0.54793,0.0027,0.0027
6,11255,0.54793,0.0027,0.0027
6,11265,0.54793,0.0027,0.0027
6,11275,0.54793,0.0027,0.0027
6,11285,0.54793,0.0027,0.0027
6,11295,0.54793,0.0027,0.0027
6,11305,0.54793,0.0027,0.0027
6,11315,0.54793,0.0027,0.0027
6,11325,0.54793,0.0027,0.0027
6,11335,0.54793,0.0027,0.0027
6,11345,0.54793,0.0027,0.0027
6,11355,0.54793,0.0027,0.0027
6,11365,0.54793,0.0027,0.0027
6,11375,0.54793,0.0027,0.0027
6,11385,0.54793,0.0027,0.0027
6,11395,0.54793,0.0027,0.0027
6,11405,0.54793,0.0027,0.0027
6,11415,0.54793,0.0027,0.0027
6,11425,0.54793,0.0027,0.0027
6,11435,0.54793,0.0027,0.0027
6,11445,0.54793,0.0027,0.0027
6,11455,0.54793,0.0027,0.0027
6,11465,0.54793,0.0027,0.0027
6,11475,0.54793,0.0027,0.0027
6,11485,0.54793,0.0027,0.0027
6,11495,0.54793,0.0027,0.0027
6,11505,0.54793,0.0027,0.0027
6,11515,0.54793,0.0027,0.0027
6,11525,0.54793,0.0027,0.0027
6,11535,0.54793,0.0027,0.0027
6,11545,0.54793,0.0027,0.0027
6,11555,0.54793,0.0027,0.0027
6,11565,0.54793,0.0027,0.0027
6,11575,0.54793,0.0027,0.0027
6,11585,0.54793,0.0027,0.0027
6,11595,0.54793,0.0027,0.0027
6,11605,0.54793,0.0027,0.0027
6,11615,0.54793,0.0027,0.0027
6,11625,0.54793,0.0027,0.0027
6,11635,0.54793,0.0027,0.0027
6,11645,0.54793,0.0027,0.0027
6,11655,0.54793,0.0027,0.0027
6,11665,0.54793,0.0027,0.0027
6,11675,0.54793,0.0027,0.0027
6,11685,0.54793,0.0027,0.0027
6,11695,0.54793,0.0027,0.0027
6,11705,0.54793,0.0027,0.0027
6,11715,0.54793,0.0027,0.0027
6,11725,0.54793,0.0027,0.0027
6,11735,0.54793,0.0027,0.0027
6,11745,0.54793,0.0027,0.0027
6,11755,0.54793,0.0027,0.0027
6,11765,0.54793,0.0027,0.0027
6,11775,0.54793,0.0027,0.0027
6,11785,0.54793,0.0027,0.0027
6,11795,0.54793,0.0027,0.0027
6,11805,0.54793,0.0027,0.0027
6,11815,0.54793,0.0027,0.0027
6,11825,0.54793,0.0027,0.0027
6,11835,0.54793,0.0027,0.0027
6,11845,0.54793,0.0027,0.0027
6,11855,0.54793,0.0027,0.0027
6,11865,0.54793,0.0027,0.0027
6,11875,0.54793,0.0027,0.0027
6,11885,0.54793,0.0027,0.0027
6,11895,0.54793,0.0027,0.0027
6,11905,0.54793,0.0027,0.0027
6,11915,0.54793,0.0027,0.0027
6,11925,0.54793,0.0027,0.0027
6,11935,0.54793,0.0027,0.0027
6,11945,0.54793,0.0027,0.0027
6,11955,0.54793,0.0027,0.0027
6,11965,0.54793,0.0027,0.0027
6,11975,0.54793,0.0027,0.0027
6,11985,0.54793,0.0027,0.0027
6,11995,0.54793,0.0027,0.0027
6.5,12005,0.44954,0.0029,0.0029
6.5,12015,0.44954,0.0029,0.0029
6.5,12025,0.44954,0.0029,0.0029
6.5,12035,0.44954,0.0029,0.0029
6.5,12045,0.44954,0.0029,0.0029
6.5,12055,0.44954,0.0029,0.0029
6.5,12065,0.44954,0.0029,0.0029
6.5,12075,0.44954,0.0029,0.0029
6.5,12085,0.44954,0.0029,0.0029
6.5,12095,0.44954,0.0029,0.0029
6.5,12105,0.44954,0.0029,0.0029
6.5,12115,0.44954,0.0029,0.0029
6.5,12125,0.44954,0.0029,0.0029
6.5,12135,0.44954,0.0029,0.0029
6.5,12145,0.44954,0.0029,0.0029
6.5,12155,0.44954,0.0029,0.0029
6.5,12165,0.44954,0.0029,0.0029
6.5,12175,0.44954,0.0029,0.0029
6.5,12185,0.44954,0.0029,0.0029
6.5,12195,0.44954,0.0029,0.0029
6.5,12205,0.44954,0.0029,0.0029
6.5,12215,0.44954,0.0029,0.0029
6.5,12225,0.44954,0.0029,0.0029
6.5,12235,0.44954,0.0029,0.0029
6.5,12245,0.44954,0.0029,0.0029
6.5,12255,0.44954,0.0029,0.0029
6.5,12265,0.44954,0.0029,0.0029
6.5,12275,0.44954,0.0029,0.0029
6.5,12285,0.44954,0.0029,0.0029
6.5,12295,0.44954,0.0029,0.0029
6.5,12305,0.44954,0.0029,0.0029
6.5,12315,0.44954,0.0029,0.0029
6.5,12325,0.44954,0.0029,0.0029
6.5,12335,0.44954,0.0029,0.0029
6.5,12345,0.44954,0.0029,0.0029
6.5,12355,0.44954,0.0029,0.0029
6.5,12365,0.44954,0.0029,0.0029
6.5,12375,0.44954,0.0029,0.0029
6.5,12385,0.44954,0.0029,0.0029
6.5,12395,0.44954,0.0029,0.0029
6.5,12405,0.44954,0.0029,0.0029
6.5,12415,0.44954,0.0029,0.0029
6.5,12425,0.44954,0.0029,0.0029
6.5,12435,0.44954,0.0029,0.0029
6.5,12445,0.44954,0.0029,0.0029
6.5,12455,0.44954,0.0029,0.0029
6.5,12465,0.44954,0.0029,0.0029
6.5,12475,0.44954,0.0029,0.0029
6.5,12485,0.44954,0.0029,0.0029
6.5,12495,0.44954,0.0029,0.0029
6.5,12505,0.44954,0.0029,0.0029
6.5,12515,0.44954,0.0029,0.0029
6.5,12525,0.44954,0.0029,0.0029
6.5,12535,0.44954,0.0029,0.0029
6.5,12545,0.44954,0.0029,0.0029
6.5,12555,0.44954,0.0029,0.0029
6.5,12565,0.44954,0.0029,0.0029
6.5,12575,0.44954,0.0029,0.0029
6.5,12585,0.44954,0.0029,0.0029
6.5,12595,0.44954,0.0029,0.0029
6.5,12605,0.44954,0.0029,0.0029
6.5,12615,0.44954,0.0029,0.0029
6.5,12625,0.44954,0.0029,0.0029
6.5,12635,0.44954,0.0029,0.0029
6.5,12645,0.44954,0.0029,0.0029
6.5,12655,0.44954,0.0029,0.0029
6.5,12665,0.44954,0.0029,0.0029
6.5,12675,0.44954,0.0029,0.0029
6.5,12685,0.44954,0.0029,0.0029
6.5,12695,0.44954,0.0029,0.0029
6.5,12705,0.44954,0.0029,0.0029
6.5,12715,0.44954,0.0029,0.0029
6.5,12725,0.44954,0.0029,0.0029
6.5,12735,0.44954,0.0029,0.0029
6.5,12745,0.44954,0.0029,0.0029
6.5,12755,0.44954,0.0029,0.0029
6.5,12765,0.44954,0.0029,0.0029
6.5,12775,0.44954,0.0029,0.0029
6.5,12785,0.44954,0.0029,0.0029
6.5,12795,0.44954,0.0029,0.0029
6.5,12805,0.44954,0.0029,0.0029
6.5,12815,0.44954,0.0029,0.0029
6.5,12825,0.44954,0.0029,0.0029
6.5,12835,0.44954,0.0029,0.0029
6.5,12845,0.44954,0.0029,0.0029
6.5,12855,0.44954,0.0029,0.0029
6.5,12865,0.44954,0.0029,0.0029
6.5,12875,0.44954,0.0029,0.0029
6.5,12885,0.44954,0.0029,0.0029
6.5,12895,0.44954,0.0029,0.0029
6.5,12905,0.44954,0.0029,0.0029
6.5,12915,0.44954,0.0029,0.0029
6.5,12925,0.44954,0.0029,0.0029
6.5,12935,0.44954,0.0029,0.0029
6.5,12945,0.44954,0.0029,0.0029
7,12955,0.45502,0.0029,0.0029
7,12965,0.45502,0.0029,0.0029
7,12975,0.45502,0.0029,0.0029
7,12985,0.45502,0.0029,0.0029
7,12995,0.45502,0.0029,0.0029
7,13005,0.45502,0.0029,0.0029
7,13015,0.45502,0.0029,0.0029
7,13025,0.45502,0.0029,0.0029
7,13035,0.45502,0.0029,0.0029
7,13045,0.45502,0.0029,0.0029
7,13055,0.45502,0.0029,0.0029
7,13065,0.45502,0.0029,0.0029
7,13075,0.45502,0.0029,0.0029
7,13085,0.45502,0.0029,0.0029
7,13095,0.45502,0.0029,0.0029
7,13105,0.45502,0.0029,0.0029
7,13115,0.45502,0.0029,0.0029
7,13125,0.45502,0.0029,0.0029
7,13135,0.45502,0.0029,0.0029
7,13145,0.45502,0.0029,0.0029
7,13155,0.45502,0.0029,0.0029
7,13165,0.45502,0.0029,0.0029
7,13175,0.45502,0.0029,0.0029
7,13185,0.45502,0.0029,0.0029
7,13195,0.45502,0.0029,0.0029
7,13205,0.45502,0.0029,0.0029
7,13215,0.45502,0.0029,0.0029
7,13225,0.45502,0.0029,0.0029
7,13235,0.45502,0.0029,0.0029
7,13245,0.45502,0.0029,0.0029
7,13255,0.45502,0.0029,0.0029
7,13265,0.45502,0.0029,0.0029
7,13275,0.45502,0.0029,0.0029
7,13285,0.45502,0.0029,0.0029
7,13295,0.45502,0.0029,0.0029
7,13305,0.45502,0.0029,0.0029
7,13315,0.45502,0.0029,0.0029
7,13325,0.45502,0.0029,0.0029
7,13335,0.45502,0.0029,0.0029
7,13345,0.45502,0.0029,0.0029
7,13355,0.45502,0.0029,0.0029
7,13365,0.45502,0.0029,0.0029
7,13375,0.45502,0.0029,0.0029
7,13385,0.45502,0.0029,0.0029
7,13395,0.45502,0.0029,0.0029
