range,tpr,tnr
3835,0.85121,0.85121
3845,0.85121,0.85121
3855,0.85121,0.85121
3865,0.85121,0.85121
3875,0.85121,0.85121
3885,0.85121,0.85121
3895,0.85121,0.85121
3905,0.85121,0.85121
3915,0.85121,0.85121
3925,0.85121,0.85121
3935,0.85121,0.85121
3945,0.85121,0.85121
3955,0.85121,0.85121
3965,0.85121,0.85121
3975,0.85121,0.85121
3985,0.85121,0.85121
3995,0.85121,0.85121
4005,0.85121,0.85121
4015,0.85121,0.85121
4025,0.85121,0.85121
4035,0.85121,0.85121
4045,0.85121,0.85121
4055,0.85121,0.85121
4065,0.85121,0.85121
4075,0.85121,0.85121
4085,0.85121,0.85121
4095,0.85121,0.85121
4105,0.85121,0.85121
4115,0.85121,0.85121
4125,0.85121,0.85121
4135,0.85121,0.85121
4145,0.85121,0.85121
4155,0.85121,0.85121
4165,0.85121,0.85121
4175,0.85121,0.85121
4185,0.85121,0.85121
4195,0.85121,0.85121
4205,0.85121,0.85121
4215,0.85121,0.85121
4225,0.85121,0.85121
4235,0.85121,0.85121
4245,0.85121,0.85121
4255,0.85121,0.85121
4265,0.85121,0.85121
4275,0.85121,0.85121
4285,0.85121,0.85121
4295,0.85121,0.85121
4305,0.85121,0.85121
4315,0.85121,0.85121
4325,0.85121,0.85121
4335,0.85121,0.85121
4345,0.85121,0.85121
4355,0.85121,0.85121
4365,0.85121,0.85121
4375,0.85121,0.85121
4385,0.85121,0.85121
4395,0.85121,0.85121
4405,0.85121,0.85121
4415,0.85121,0.85121
4425,0.85121,0.85121
4435,0.85121,0.85121
4445,0.85121,0.85121
4455,0.85121,0.85121
4465,0.85121,0.85121
4475,0.85121,0.85121
4485,0.85121,0.85121
4495,0.85121,0.85121
4505,0.85121,0.85121
4515,0.85121,0.85121
4525,0.85121,0.85121
4535,0.85121,0.85121
4545,0.85121,0.85121
4555,0.85121,0.85121
4565,0.85121,0.85121
4575,0.85121,0.85121
4585,0.85121,0.85121
4595,0.85121,0.85121
4605,0.85121,0.85121
4615,0.85121,0.85121
4625,0.79741,0.79741
4635,0.79741,0.79741
4645,0.79741,0.79741
4655,0.79741,0.79741
4665,0.79741,0.79741
4675,0.79741,0.79741
4685,0.79741,0.79741
4695,0.79741,0.79741
4705,0.79741,0.79741
4715,0.79741,0.79741
4725,0.79741,0.79741
4735,0.79741,0.79741
4745,0.79741,0.79741
4755,0.79741,0.79741
4765,0.79741,0.79741
4775,0.79741,0.79741
4785,0.79741,0.79741
