range,tpr,tnr
10965,0.0036,0.0036
10975,0.0036,0.0036
10985,0.0036,0.0036
10995,0.0036,0.0036
11005,0.0036,0.0036
11015,0.0036,0.0036
11025,0.0036,0.0036
11035,0.0036,0.0036
11045,0.0036,0.0036
11055,0.0036,0.0036
11065,0.0036,0.0036
11075,0.0036,0.0036
11085,0.0036,0.0036
11095,0.0036,0.0036
11105,0.0036,0.0036
11115,0.0036,0.0036
11125,0.0036,0.0036
11135,0.0036,0.0036
11145,0.0036,0.0036
11155,0.0036,0.0036
11165,0.0036,0.0036
11175,0.0027,0.0027
11185,0.0027,0.0027
11195,0.0027,0.0027
11205,0.0027,0.0027
11215,0.0027,0.0027
11225,0.0027,0.0027
11235,0.0027,0.0027
11245,0.0027,0.0027
11255,0.0027,0.0027
11265,0.0027,0.0027
11275,0.0027,0.0027
11285,0.0027,0.0027
11295,0.0027,0.0027
11305,0.0027,0.0027
11315,0.0027,0.0027
11325,0.0027,0.0027
11335,0.0027,0.0027
11345,0.0027,0.0027
11355,0.0027,0.0027
11365,0.0027,0.0027
11375,0.0027,0.0027
11385,0.0027,0.0027
11395,0.0027,0.0027
11405,0.0027,0.0027
11415,0.0027,0.0027
11425,0.0027,0.0027
11435,0.0027,0.0027
11445,0.0027,0.0027
11455,0.0027,0.0027
11465,0.0027,0.0027
11475,0.0027,0.0027
11485,0.0027,0.0027
11495,0.0027,0.0027
11505,0.0027,0.0027
11515,0.0027,0.0027
11525,0.0027,0.0027
11535,0.0027,0.0027
11545,0.0027,0.0027
11555,0.0027,0.0027
11565,0.0027,0.0027
11575,0.0027,0.0027
11585,0.0027,0.0027
11595,0.0027,0.0027
11605,0.0027,0.0027
11615,0.0027,0.0027
11625,0.0027,0.0027
11635,0.0027,0.0027
11645,0.0027,0.0027
11655,0.0027,0.0027
11665,0.0027,0.0027
11675,0.0027,0.0027
11685,0.0027,0.0027
11695,0.0027,0.0027
11705,0.0027,0.0027
11715,0.0027,0.0027
11725,0.0027,0.0027
11735,0.0027,0.0027
11745,0.0027,0.0027
11755,0.0027,0.0027
11765,0.0027,0.0027
11775,0.0027,0.0027
11785,0.0027,0.0027
11795,0.0027,0.0027
11805,0.0027,0.0027
11815,0.0027,0.0027
11825,0.0027,0.0027
11835,0.0027,0.0027
11845,0.0027,0.0027
11855,0.0027,0.0027
11865,0.0027,0.0027
11875,0.0027,0.0027
11885,0.0027,0.0027
11895,0.0027,0.0027
11905,0.0027,0.0027
11915,0.0027,0.0027
11925,0.0027,0.0027
11935,0.0027,0.0027
11945,0.0027,0.0027
11955,0.0027,0.0027
11965,0.0027,0.0027
11975,0.0027,0.0027
11985,0.0027,0.0027
11995,0.0027,0.0027
12005,0.0029,0.0029
12015,0.0029,0.0029
12025,0.0029,0.0029
12035,0.0029,0.0029
12045,0.0029,0.0029
12055,0.0029,0.0029
12065,0.0029,0.0029
12075,0.0029,0.0029
12085,0.0029,0.0029
12095,0.0029,0.0029
12105,0.0029,0.0029
12115,0.0029,0.0029
12125,0.0029,0.0029
12135,0.0029,0.0029
12145,0.0029,0.0029
12155,0.0029,0.0029
12165,0.0029,0.0029
12175,0.0029,0.0029
12185,0.0029,0.0029
12195,0.0029,0.0029
12205,0.0029,0.0029
12215,0.0029,0.0029
12225,0.0029,0.0029
12235,0.0029,0.0029
12245,0.0029,0.0029
12255,0.0029,0.0029
12265,0.0029,0.0029
12275,0.0029,0.0029
12285,0.0029,0.0029
12295,0.0029,0.0029
12305,0.0029,0.0029
12315,0.0029,0.0029
12325,0.0029,0.0029
12335,0.0029,0.0029
12345,0.0029,0.0029
12355,0.0029,0.0029
12365,0.0029,0.0029
12375,0.0029,0.0029
12385,0.0029,0.0029
12395,0.0029,0.0029
12405,0.0029,0.0029
12415,0.0029,0.0029
12425,0.0029,0.0029
12435,0.0029,0.0029
12445,0.0029,0.0029
12455,0.0029,0.0029
12465,0.0029,0.0029
12475,0.0029,0.0029
12485,0.0029,0.0029
12495,0.0029,0.0029
12505,0.0029,0.0029
12515,0.0029,0.0029
12525,0.0029,0.0029
12535,0.0029,0.0029
12545,0.0029,0.0029
12555,0.0029,0.0029
12565,0.0029,0.0029
12575,0.0029,0.0029
12585,0.0029,0.0029
12595,0.0029,0.0029
12605,0.0029,0.0029
12615,0.0029,0.0029
12625,0.0029,0.0029
12635,0.0029,0.0029
12645,0.0029,0.0029
12655,0.0029,0.0029
12665,0.0029,0.0029
12675,0.0029,0.0029
12685,0.0029,0.0029
12695,0.0029,0.0029
12705,0.0029,0.0029
12715,0.0029,0.0029
12725,0.0029,0.0029
12735,0.0029,0.0029
12745,0.0029,0.0029
12755,0.0029,0.0029
12765,0.0029,0.0029
12775,0.0029,0.0029
12785,0.0029,0.0029
12795,0.0029,0.0029
12805,0.0029,0.0029
12815,0.0029,0.0029
12825,0.0029,0.0029
12835,0.0029,0.0029
12845,0.0029,0.0029
12855,0.0029,0.0029
12865,0.0029,0.0029
12875,0.0029,0.0029
12885,0.0029,0.0029
12895,0.0029,0.0029
12905,0.0029,0.0029
12915,0.0029,0.0029
12925,0.0029,0.0029
12935,0.0029,0.0029
12945,0.0029,0.0029
12955,0.0029,0.0029
12965,0.0029,0.0029
12975,0.0029,0.0029
12985,0.0029,0.0029
12995,0.0029,0.0029
13005,0.0029,0.0029
13015,0.0029,0.0029
13025,0.0029,0.0029
13035,0.0029,0.0029
13045,0.0029,0.0029
13055,0.0029,0.0029
13065,0.0029,0.0029
13075,0.0029,0.0029
13085,0.0029,0.0029
13095,0.0029,0.0029
13105,0.0029,0.0029
13115,0.0029,0.0029
13125,0.0029,0.0029
13135,0.0029,0.0029
13145,0.0029,0.0029
13155,0.0029,0.0029
13165,0.0029,0.0029
13175,0.0029,0.0029
13185,0.0029,0.0029
13195,0.0029,0.0029
13205,0.0029,0.0029
13215,0.0029,0.0029
13225,0.0029,0.0029
13235,0.0029,0.0029
13245,0.0029,0.0029
13255,0.0029,0.0029
13265,0.0029,0.0029
13275,0.0029,0.0029
13285,0.0029,0.0029
13295,0.0029,0.0029
13305,0.0029,0.0029
13315,0.0029,0.0029
13325,0.0029,0.0029
13335,0.0029,0.0029
13345,0.0029,0.0029
13355,0.0029,0.0029
13365,0.0029,0.0029
13375,0.0029,0.0029
13385,0.0029,0.0029
13395,0.0029,0.0029
13405,0.0029,0.0029
13415,0.0029,0.0029
13425,0.0029,0.0029
13435,0.0029,0.0029
13445,0.0029,0.0029
13455,0.0029,0.0029
13465,0.0029,0.0029
13475,0.0029,0.0029
13485,0.0029,0.0029
13495,0.0029,0.0029
13505,0.0029,0.0029
13515,0.0029,0.0029
13525,0.0029,0.0029
13535,0.0029,0.0029
13545,0.0029,0.0029
13555,0.0029,0.0029
13565,0.0029,0.0029
13575,0.0029,0.0029
13585,0.0029,0.0029
13595,0.0029,0.0029
13605,0.0029,0.0029
13615,0.0029,0.0029
13625,0.0029,0.0029
13635,0.0029,0.0029
13645,0.0029,0.0029
13655,0.0029,0.0029
13665,0.0029,0.0029
13675,0.0029,0.0029
13685,0.0029,0.0029
13695,0.0029,0.0029
13705,0.0029,0.0029
13715,0.0029,0.0029
13725,0.0029,0.0029
13735,0.0029,0.0029
13745,0.0029,0.0029
13755,0.0029,0.0029
13765,0.0029,0.0029
13775,0.0029,0.0029
13785,0.0029,0.0029
13795,0.0029,0.0029
13805,0.0029,0.0029
13815,0.0029,0.0029
13825,0.0029,0.0029
13835,0.0029,0.0029
13845,0.0029,0.0029
13855,0.0029,0.0029
13865,0.0029,0.0029
13875,0.00225,0.00225
13885,0.00225,0.00225
13895,0.00225,0.00225
13905,0.00225,0.00225
13915,0.00225,0.00225
13925,0.00225,0.00225
13935,0.00225,0.00225
13945,0.00225,0.00225
13955,0.00225,0.00225
13965,0.00225,0.00225
13975,0.00225,0.00225
13985,0.00225,0.00225
13995,0.00225,0.00225
14005,0.00225,0.00225
14015,0.00225,0.00225
14025,0.00225,0.00225
14035,0.00225,0.00225
14045,0.00225,0.00225
14055,0.00225,0.00225
14065,0.00225,0.00225
14075,0.00225,0.00225
14085,0.00225,0.00225
14095,0.00225,0.00225
14105,0.00225,0.00225
14115,0.00225,0.00225
14125,0.00225,0.00225
14135,0.00225,0.00225
14145,0.00225,0.00225
14155,0.00225,0.00225
14165,0.00225,0.00225
14175,0.00225,0.00225
14185,0.00225,0.00225
14195,0.00225,0.00225
14205,0.00225,0.00225
14215,0.00225,0.00225
14225,0.00225,0.00225
14235,0.00225,0.00225
14245,0.00225,0.00225
14255,0.00225,0.00225
14265,0.00225,0.00225
14275,0.00225,0.00225
14285,0.00225,0.00225
14295,0.00225,0.00225
14305,0.00225,0.00225
14315,0.00225,0.00225
14325,0.00225,0.00225
14335,0.00225,0.00225
14345,0.00225,0.00225
14355,0.00225,0.00225
14365,0.00225,0.00225
14375,0.00225,0.00225
14385,0.00225,0.00225
14395,0.00225,0.00225
14405,0.00225,0.00225
14415,0.00225,0.00225
14425,0.00225,0.00225
14435,0.00225,0.00225
14445,0.00225,0.00225
14455,0.00225,0.00225
14465,0.00225,0.00225
14475,0.00225,0.00225
14485,0.00225,0.00225
14495,0.00225,0.00225
14505,0.00225,0.00225
14515,0.00225,0.00225
14525,0.00225,0.00225
14535,0.00225,0.00225
14545,0.00225,0.00225
14555,0.00225,0.00225
14565,0.00225,0.00225
14575,0.00225,0.00225
14585,0.00225,0.00225
14595,0.00225,0.00225
14605,0.00225,0.00225
14615,0.00225,0.00225
14625,0.00225,0.00225
14635,0.00225,0.00225
14645,0.00225,0.00225
14655,0.00225,0.00225
14665,0.00225,0.00225
14675,0.00225,0.00225
14685,0.00225,0.00225
14695,0.00225,0.00225
14705,0.00225,0.00225
14715,0.00225,0.00225
14725,0.00225,0.00225
14735,0.00225,0.00225
14745,0.00225,0.00225
14755,0.00225,0.00225
14765,0.00225,0.00225
14775,0.00225,0.00225
14785,0.00216,0.00216
14795,0.00216,0.00216
14805,0.00216,0.00216
14815,0.00216,0.00216
14825,0.00216,0.00216
14835,0.00216,0.00216
14845,0.00216,0.00216
14855,0.00216,0.00216
14865,0.00216,0.00216
14875,0.00216,0.00216
14885,0.00216,0.00216
14895,0.00216,0.00216
14905,0.00216,0.00216
14915,0.00216,0.00216
14925,0.00216,0.00216
14935,0.00216,0.00216
14945,0.00216,0.00216
14955,0.00216,0.00216
14965,0.00216,0.00216
14975,0.00216,0.00216
14985,0.00216,0.00216
14995,0.00216,0.00216
15005,0.00216,0.00216
15015,0.00216,0.00216
15025,0.00216,0.00216
15035,0.00216,0.00216
15045,0.00216,0.00216
15055,0.00216,0.00216
15065,0.00216,0.00216
15075,0.00216,0.00216
15085,0.00216,0.00216
15095,0.00216,0.00216
15105,0.00216,0.00216
15115,0.00216,0.00216
15125,0.00216,0.00216
15135,0.00216,0.00216
15145,0.00216,0.00216
15155,0.00216,0.00216
15165,0.00216,0.00216
15175,0.00216,0.00216
15185,0.00216,0.00216
15195,0.00216,0.00216
15205,0.00216,0.00216
15215,0.00216,0.00216
15225,0.00216,0.00216
15235,0.00216,0.00216
15245,0.00216,0.00216
15255,0.00216,0.00216
15265,0.00216,0.00216
15275,0.00216,0.00216
15285,0.00216,0.00216
15295,0.00216,0.00216
15305,0.00216,0.00216
15315,0.00216,0.00216
15325,0.00216,0.00216
15335,0.00216,0.00216
15345,0.00216,0.00216
15355,0.00216,0.00216
15365,0.00216,0.00216
15375,0.00216,0.00216
15385,0.00216,0.00216
15395,0.00216,0.00216
15405,0.00216,0.00216
15415,0.00216,0.00216
15425,0.00216,0.00216
15435,0.00216,0.00216
15445,0.00216,0.00216
15455,0.00216,0.00216
15465,0.00216,0.00216
15475,0.00216,0.00216
15485,0.00216,0.00216
15495,0.00216,0.00216
15505,0.00216,0.00216
15515,0.00216,0.00216
15525,0.00216,0.00216
15535,0.00216,0.00216
15545,0.00216,0.00216
15555,0.00216,0.00216
15565,0.00216,0.00216
15575,0.00216,0.00216
15585,0.00216,0.00216
15595,0.00216,0.00216
15605,0.00216,0.00216
15615,0.00216,0.00216
15625,0.00216,0.00216
15635,0.00216,0.00216
15645,0.00216,0.00216
15655,0.00216,0.00216
15665,0.00216,0.00216
15675,0.00216,0.00216
15685,0.00216,0.00216
15695,0.00216,0.00216
15705,0.00216,0.00216
15715,0.00216,0.00216
15725,0.00216,0.00216
